date,province_thai,province_eng,region_thai,region_eng,variable,value
2020-03-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,16.27
2020-03-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,20.34
2020-03-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,9.7
2020-03-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,9.88
2020-03-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,14.75
2020-03-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,14.32
2020-03-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,8.54
2020-03-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,ratio_tourist_stay,15.52
2020-03-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,13.84
2020-03-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,10.92
2020-03-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,13.16
2020-03-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,12.08
2020-03-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,16.16
2020-03-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,13.44
2020-03-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,10.04
2020-03-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,9.42
2020-03-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,5.98
2021-03-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,ratio_tourist_stay,14.87
2021-03-01,ลพบุรี,Lopburi ,ภาคกลาง,central,ratio_tourist_stay,36.22
2021-03-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,ratio_tourist_stay,33.19
2021-03-01,สระบุรี,Saraburi ,ภาคกลาง,central,ratio_tourist_stay,34.65
2021-03-01,ชัยนาท,Chainat ,ภาคกลาง,central,ratio_tourist_stay,36.73
2021-03-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,ratio_tourist_stay,40.15
2021-03-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,ratio_tourist_stay,34.43
2021-03-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,ratio_tourist_stay,30.43
2021-03-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,ratio_tourist_stay,12.14
2021-03-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,ratio_tourist_stay,12.98
2021-03-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,ratio_tourist_stay,11.23
2021-03-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,ratio_tourist_stay,3.29
2021-03-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,ratio_tourist_stay,15.39
2021-03-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,ratio_tourist_stay,39.95
2021-03-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,ratio_tourist_stay,35.16
2021-03-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,ratio_tourist_stay,19.03
2021-03-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,ratio_tourist_stay,35.34
2021-03-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,ratio_tourist_stay,51.77
2021-03-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,ratio_tourist_stay,36.62
2021-03-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,ratio_tourist_stay,6.47
2021-03-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,ratio_tourist_stay,38.07
2021-03-01,ตราด,Trat ,ภาคตะวันออก,east,ratio_tourist_stay,26.1
2021-03-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,ratio_tourist_stay,35.8
2021-03-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,ratio_tourist_stay,30.83
2021-03-01,ระยอง,Rayong ,ภาคตะวันออก,east,ratio_tourist_stay,30.68
2021-03-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,ratio_tourist_stay,25.26
2021-03-01,ภูเก็ต,Phuket ,ภาคใต้,south,ratio_tourist_stay,10.86
2021-03-01,พัทลุง,Phatthalung ,ภาคใต้,south,ratio_tourist_stay,36.43
2021-03-01,ตรัง,Trang ,ภาคใต้,south,ratio_tourist_stay,32.71
2021-03-01,ระนอง,Ranong ,ภาคใต้,south,ratio_tourist_stay,20.71
2021-03-01,ชุมพร,Chumphon ,ภาคใต้,south,ratio_tourist_stay,28.38
2021-03-01,ปัตตานี,Pattani ,ภาคใต้,south,ratio_tourist_stay,40.5
2021-03-01,ยะลา,Yala ,ภาคใต้,south,ratio_tourist_stay,43.36
2021-03-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,ratio_tourist_stay,38.08
2021-03-01,นราธิวาส,Narathiwat ,ภาคใต้,south,ratio_tourist_stay,22.39
2021-03-01,กระบี่,Krabi ,ภาคใต้,south,ratio_tourist_stay,11.88
2021-03-01,สงขลา,Songkhla ,ภาคใต้,south,ratio_tourist_stay,17.08
2021-03-01,พังงา,Phang Nga ,ภาคใต้,south,ratio_tourist_stay,23.81
2021-03-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,ratio_tourist_stay,8.74
2021-03-01,สตูล,Satun ,ภาคใต้,south,ratio_tourist_stay,49.95
2021-03-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,ratio_tourist_stay,21.35
2021-03-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,ratio_tourist_stay,24.17
2021-03-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,ratio_tourist_stay,25.69
2021-03-01,พิจิตร,Phichit ,ภาคเหนือ,north,ratio_tourist_stay,35.93
2021-03-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,ratio_tourist_stay,37.51
2021-03-01,ตาก,Tak ,ภาคเหนือ,north,ratio_tourist_stay,19.76
2021-03-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,ratio_tourist_stay,35.18
2021-03-01,พะเยา,Phayao ,ภาคเหนือ,north,ratio_tourist_stay,26.43
2021-03-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,ratio_tourist_stay,25.8
2021-03-01,แพร่,Phrae ,ภาคเหนือ,north,ratio_tourist_stay,35.78
2021-03-01,ลำปาง,Lampang ,ภาคเหนือ,north,ratio_tourist_stay,35.47
2021-03-01,ลำพูน,Lamphun ,ภาคเหนือ,north,ratio_tourist_stay,34.69
2021-03-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,ratio_tourist_stay,21.14
2021-03-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,ratio_tourist_stay,26.97
2021-03-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,ratio_tourist_stay,42.34
2021-03-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,ratio_tourist_stay,28.45
2021-03-01,น่าน,Nan ,ภาคเหนือ,north,ratio_tourist_stay,40.78
2021-03-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,33.17
2021-03-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,36.52
2021-03-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,28.41
2021-03-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,35.58
2021-03-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,41.17
2021-03-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,52.4
2021-03-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,24.5
2021-03-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,30.03
2021-03-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,38.93
2021-03-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,21.25
2021-03-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,ratio_tourist_stay,40.8
2021-03-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,33.45
2021-03-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,37.03
2021-03-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,36.65
2021-03-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,39.87
2021-03-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,34.13
2021-03-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,33.91
2021-03-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,27.17
2021-03-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,25.4
2021-03-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,20.27
2022-03-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,ratio_tourist_stay,33.78
2022-03-01,ลพบุรี,Lopburi ,ภาคกลาง,central,ratio_tourist_stay,48.75
2022-03-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,ratio_tourist_stay,48.71
2022-03-01,สระบุรี,Saraburi ,ภาคกลาง,central,ratio_tourist_stay,37.38
2022-03-01,ชัยนาท,Chainat ,ภาคกลาง,central,ratio_tourist_stay,43.58
2022-03-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,ratio_tourist_stay,41.45
2022-03-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,ratio_tourist_stay,39.55
2022-03-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,ratio_tourist_stay,32.37
2022-03-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,ratio_tourist_stay,32.64
2022-03-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,ratio_tourist_stay,23.29
2022-03-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,ratio_tourist_stay,26.12
2022-03-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,ratio_tourist_stay,22.54
2022-03-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,ratio_tourist_stay,29.65
2022-03-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,ratio_tourist_stay,43.96
2022-03-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,ratio_tourist_stay,56.66
2022-03-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,ratio_tourist_stay,41.12
2022-03-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,ratio_tourist_stay,45.14
2022-03-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,ratio_tourist_stay,63.31
2022-03-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,ratio_tourist_stay,56.25
2022-03-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,ratio_tourist_stay,41.8
2022-03-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,ratio_tourist_stay,48.67
2022-03-01,ตราด,Trat ,ภาคตะวันออก,east,ratio_tourist_stay,45.45
2022-03-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,ratio_tourist_stay,42.17
2022-03-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,ratio_tourist_stay,32.8
2022-03-01,ระยอง,Rayong ,ภาคตะวันออก,east,ratio_tourist_stay,37.61
2022-03-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,ratio_tourist_stay,32.25
2022-03-01,ภูเก็ต,Phuket ,ภาคใต้,south,ratio_tourist_stay,28.5
2022-03-01,พัทลุง,Phatthalung ,ภาคใต้,south,ratio_tourist_stay,22.46
2022-03-01,ตรัง,Trang ,ภาคใต้,south,ratio_tourist_stay,35.31
2022-03-01,ระนอง,Ranong ,ภาคใต้,south,ratio_tourist_stay,32.75
2022-03-01,ชุมพร,Chumphon ,ภาคใต้,south,ratio_tourist_stay,35.2
2022-03-01,ปัตตานี,Pattani ,ภาคใต้,south,ratio_tourist_stay,28.49
2022-03-01,ยะลา,Yala ,ภาคใต้,south,ratio_tourist_stay,44.82
2022-03-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,ratio_tourist_stay,24.55
2022-03-01,นราธิวาส,Narathiwat ,ภาคใต้,south,ratio_tourist_stay,23.56
2022-03-01,กระบี่,Krabi ,ภาคใต้,south,ratio_tourist_stay,20.32
2022-03-01,สงขลา,Songkhla ,ภาคใต้,south,ratio_tourist_stay,15.26
2022-03-01,พังงา,Phang Nga ,ภาคใต้,south,ratio_tourist_stay,30.98
2022-03-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,ratio_tourist_stay,30.86
2022-03-01,สตูล,Satun ,ภาคใต้,south,ratio_tourist_stay,53.38
2022-03-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,ratio_tourist_stay,35.23
2022-03-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,ratio_tourist_stay,68.71
