name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,calculated_host_listings_count,availability_365
Exquisite Room in Bangkok at Platinum Place,Zuzu,Bang Khun thain,13.66994,100.43318,Private room,790,1,30,365
Enjoy Comfy Stay for 4 @ The Little Pig Sukhumvit,Zuzu,Khlong Toei,13.7152,100.58887,Private room,2009,1,30,363
Private Room good for monthly stay - 80% off,Atchara,Bang Kapi,13.7674,100.6467,Private room,1600,1,12,127
"NEW: 5min BTS Asok - 1B1B, Cozy, Spacious 2",Pimboon,Khlong Toei,13.734767,100.56266,Entire home/apt,2214,2,7,294
Phuang Malai with style in the heart of BKK,Intira,Pom Prap Sattru Phai,13.7498,100.514389,Private room,1495,1,4,365
Luxury condo in the heart of Bangkok,Thaithai,Parthum Wan,13.73859,100.54201,Entire home/apt,2257,30,2,130
♥Sasi 303 : Deluxe Room @MRT Huai-Khwang/Free WiFi,Sasikarn,Huai Khwang,13.77062,100.57602,Private room,1290,1,31,331
♥Sasi 302 : Deluxe Room@MRT Huai-Khwang/Free WiFi,Sasikarn,Huai Khwang,13.77076,100.57787,Private room,1290,1,31,331
♥Sasi403: Deluxe Room@MRT Huai-Khwang/Free WiFi,Sasikarn,Huai Khwang,13.77096,100.57597,Private room,1290,1,31,306
♥Sasi 404 : Deluxe Room@MRT Huai-Khwang/Free WiFi,Sasikarn,Huai Khwang,13.77091,100.57789,Private room,1290,1,31,363
♥Sasi 301 : Deluxe Room @MRT Huai-Khwang/Free WiFi,Sasikarn,Huai Khwang,13.76883,100.57785,Private room,1290,1,31,361
♥Sasi 405 : Deluxe Room @MRT Huai-Khwang/Free WiFi,Sasikarn,Huai Khwang,13.77117,100.5765,Private room,1290,1,31,268
Perfect Studio - BTS Asok/MRT Sukhumvit/Terminal21,Ludoping,Khlong Toei,13.73679,100.55896,Entire home/apt,1743,5,56,162
Fully Furnished 1 Bedroom with Kitchen @ Nana,Shiva,Vadhana,13.74253,100.55506,Entire home/apt,1857,3,2,360
Perfect location# Pool(50F)#Gym@Sukhumvit 24(1066),Weeraya,Khlong Toei,13.72538,100.56401,Entire home/apt,2183,2,35,73
เช่าคอนโดพร้อมสระว่ายน้ำและลิฟต์ส่วนตัว(รายวัน),Ponpimon,Ratchathewi,13.75076,100.53407,Private room,1400,1,1,365
Perfect location# Pool(50F)#Gym@Sukhumvit 24(1108),Weeraya,Khlong Toei,13.72559,100.56591,Entire home/apt,2065,2,35,79
The ATRIUM Executive Residences,The Atrium,Bang Rak,13.729608,100.532852,Private room,1000,1,1,358
Perfect location# Pool(50F)#Gym@Sukhumvit 24(1156),Weeraya,Khlong Toei,13.72394,100.56428,Entire home/apt,2210,2,35,82
新房特惠（含水电费），地铁附近2分钟，商场超市2分钟，露天市场2分钟，中文房东,丝竹,Bang Sue,13.82068,100.53058,Entire home/apt,505,28,11,78
"2BR Condo 20fl, Big, Center of BKK, Clean, Cheap",Yoshi,Parthum Wan,13.74924,100.53934,Entire home/apt,4211,2,12,273
Thonglor Station 2 bedrooms suite with kitchen,Mimi,Vadhana,13.72392,100.58271,Entire home/apt,2500,300,4,362
110 sq.m. 2 BR on 7F - Sukhumvit 55 (Thong Lo),Ngamjit,Vadhana,13.73472,100.58324,Entire home/apt,2500,14,3,305
静怡安逸的生活3906,海进,Bang Phlat,13.788317,100.500648,Entire home/apt,420,30,11,335
"Au coeur de Bangkok,grand condo de 3 chambres",Olivier,Vadhana,13.725452,100.581711,Entire home/apt,4500,1,1,354
Charming Apt Near Terminal21 Asok Rooftop Pool Gym,Ken-Bambu,Khlong Toei,13.73677,100.55912,Entire home/apt,2000,2,48,59
Charming Apt Near Terminal21 Asok Rooftop Pool Gym,Ken-Bambu,Khlong Toei,13.73461,100.55854,Entire home/apt,2000,2,48,67
THE CLOUD SKY RAMA9 : 1BR WIFI/POOL/RCA,Mt,Huai Khwang,13.75544,100.57432,Entire home/apt,1357,2,25,73
Lovely 1-Bedroom unit (203) near BTS Thonglor,Lek,Vadhana,13.72311,100.58067,Entire home/apt,2607,3,5,230
Carnival 1 @Althas,Saran,Ratchathewi,13.75114,100.53804,Private room,1250,1,6,365
Carnival 2 @Althas,Saran,Ratchathewi,13.75201,100.53957,Private room,1250,1,6,365
Arab 2 @Althas,Saran,Ratchathewi,13.75041,100.53826,Private room,1250,1,6,365
Arab 1 @Althas,Saran,Ratchathewi,13.75019,100.53812,Private room,1250,1,6,365
Goudi 2 @Althas,Saran,Ratchathewi,13.75025,100.53975,Private room,1250,1,6,365
คอนโด เดินทางสะดวก ปลอดภัย,ภานุพันธ์,Khan Na Yao,13.823438,100.672531,Private room,1299,1,1,363
"Lovely 1 bdroom Condo, in the heart of Thonglor",Almarquez,Vadhana,13.72748,100.58159,Entire home/apt,4500,29,2,365
Goudi1 @Althas,Saran,Ratchathewi,13.75237,100.53915,Private room,1290,1,6,365
Luxury 3B  with private bar / cook and maid,Christophe,Vadhana,13.72807,100.59002,Entire home/apt,25743,21,2,365
Free Wi-Fi! 1BR at Noble Recole by Nestcovery 中文服務,Nestcovery,Vadhana,13.74124,100.56076,Entire home/apt,980,30,9,64
"C2. Q CHIDLOM,  2 BEDS, 2 TOILETS WITH BATH",David,Parthum Wan,13.74806,100.5429,Entire home/apt,2000,29,26,303
曼谷中心泰式风格古典一房公寓/ 靠近mrt皇后中心站/城市公园景观,Wilson,Khlong Toei,13.72326,100.56213,Entire home/apt,1357,28,29,144
★Lovely 1BR★BTS Asok/MRT Sukhumvit★Terminal 21★,Ludoping,Khlong Toei,13.73603,100.55856,Entire home/apt,1854,5,56,333
The Address Chidlom 41sqm Studio 650m BTS Chit Lom,Ton,Parthum Wan,13.747882,100.545151,Entire home/apt,1629,31,2,343
"Lovely 1 BDROOM, with Pool at the heart of Thonglo",Almarquez,Vadhana,13.73286,100.58152,Entire home/apt,2350,1,2,365
Premier Single,Kanintira,Ratchathewi,13.7509,100.53873,Private room,1600,1,4,356
Superior Queen Corner,Kanintira,Parthum Wan,13.74922,100.53683,Private room,2080,1,4,352
Balcony Queen,Kanintira,Ratchathewi,13.75092,100.53885,Private room,2150,1,4,355
温馨小公寓,Patcharee,Bang Khae,13.71148,100.38398,Entire home/apt,436,30,2,349
Vibrant Studio one bedroom with pool near park,Warinya,Khlong Toei,13.737374,100.553612,Entire home/apt,870,3,2,303
Exploit your work and play at XT EKKAMAI,Candy,Vadhana,13.733636,100.587234,Entire home/apt,1300,30,2,190
Cozy place with 50sqm and High ceiling near BTS,Suraphong,Phra Khanong,13.68901,100.61039,Entire home/apt,2800,28,2,317
rental room prime location next to BTS,Kate,Thon buri,13.70945,100.48051,Private room,1800,30,3,365
MRT right in front condo with amazing pool.,Maxso,Bang Phlat,13.78892,100.5014,Entire home/apt,500,90,1,19
ASOK 2BR Bangkok Sukhumvit BTS/MRT 4PPL Terminal21,Joseph,Vadhana,13.73824,100.56682,Entire home/apt,5000,30,37,170
Ladprao Suite - 40 sqm 2,Baan Pirawit,Huai Khwang,13.79864,100.58774,Private room,743,30,20,180
City Bangkok | Queen Bed |Gym|Pool Wifi | 1BR,Dave,Vadhana,13.73674,100.56191,Entire home/apt,2335,5,14,334
Stay Bangkok | King Bed |Gym|Pool Wi-fi | 1BR,Dave,Khlong Toei,13.72517,100.57589,Entire home/apt,2835,5,14,93
Lunarby~Home Studio for group near bkk airport,Tei,Lat Krabang,13.719791,100.736107,Entire home/apt,1980,1,2,361
BEB Silom 4 Private Furnished BR with Free-parking,Yu,Bang Rak,13.726895,100.527184,Entire home/apt,9000,10,2,89
可可爱爱的小窝,Panda,Vadhana,13.71488,100.60087,Entire home/apt,1222,28,48,364
Luxury 1BR at Nana Infinity Pool Gym★Free Pickup★,Noon,Ratchathewi,13.74857,100.55733,Entire home/apt,2103,1,2,108
♥Sasi201 :Deluxe Room@MRT Huai-Khwang/Free WiFi,Sasikarn,Huai Khwang,13.76961,100.58197,Private room,1290,1,31,283
★Hyde Sukhumvit 11★Elegant Design★BTS NANA,Ludoping,Vadhana,13.74454,100.55584,Entire home/apt,1870,5,56,167
"Deluxe Room @ Bangkok Old Town, Gland Palace, WIFI",Suleewan,Phra Nakhon,13.751414,100.497009,Private room,3957,1,3,319
"10 mins from DMK Airport, private bedroom",Td,Lak Si,13.87855,100.58563,Entire home/apt,520,13,1,312
HPZP_214_Ploenchit&Nana BTS/roof pool/48sqm/500Wfi,Ed,Khlong Toei,13.739745,100.551865,Entire home/apt,1544,1,33,324
Lovely 1 bedroom condo water front,Sue,Khlong San,13.718155,100.508072,Entire home/apt,900,90,1,358
Chic & Cosy Room with Full Amenities +Easy Parking,Yu,Bang Rak,13.72522,100.51961,Private room,2000,10,2,365
Private room near Talat phu market,ภูริช,Thon buri,13.71068,100.47899,Private room,800,2,1,33
"RhythmAsoke2 Condo,3min walk to MTR rama9",Max,Din Daeng,13.75557,100.56404,Entire home/apt,499,40,3,91
Toby Home,Warathep,Saphan Sung,13.74289,100.68104,Private room,700,1,1,365
Lovely one bedroom  with balcony,Krittiya,Bang Na,13.662838,100.650337,Entire home/apt,990,1,13,338
Niche Pride Taopoon Two track subway apartment,Max,Bang Sue,13.80534,100.52937,Entire home/apt,560,39,3,178
"Cozy 2-Bedrooms, City skyline view, 2min to MRT",Nui,Bang Sue,13.82942,100.52752,Entire home/apt,1890,28,22,152
Sukhumvit 62，step bts ，Roof Swimming pool,铭,Phra Khanong,13.69661808013916,100.60310363769533,Entire home/apt,1857,28,2,158
Resort Life in Sathorn with Pool & Fitness access,Roy,Sathon,13.70964,100.51973,Entire home/apt,1400,3,1,349
Standard Single ( no window),Kanintira,Parthum Wan,13.74918,100.53714,Private room,1480,1,4,353
Blob Design near Donki mall Thonglor,Witit,Vadhana,13.730667,100.586479,Shared room,450,1,1,277
Townhouse/ 5mins to terminal BKKairport/ max 5,Mae,Lat Krabang,13.72097,100.745193,Entire home/apt,3543,1,1,289
"2Bed2Bath, Comfy Condo Near Ari & Sanampao BTS",Urasaya,Phaya Thai,13.77666,100.54399,Entire home/apt,2007,4,1,112
#2 ❤️NEW CONDO❤️NEW ROOM❤NEAR BTS MRT❤️ JJ MKT❤️,Heart,Chatu Chak,13.81321,100.55938,Entire home/apt,1713,3,8,62
COZZI_132 - Cozy Cozy by Grand Airport Resort,Cozzi,Lat Krabang,13.720633,100.764236,Private room,849,1,4,311
7mins walk to BTS Thonglor; easy access 1-bedroom,Kuvera,Khlong Toei,13.721666,100.576874,Entire home/apt,1750,7,3,321
5mins walk to BTS Thonglor; 1 bed fully furnished,Kuvera,Khlong Toei,13.721437,100.576508,Entire home/apt,1750,7,3,348
Lovely Nest ☆ near Asoke BTS ☆ Smart TV ☆ Skypool,N'Dee,Khlong Toei,13.73671,100.55977,Entire home/apt,2929,1,23,56
"Peaceful 1-bedroom, living room and kitchen",Yuttapong,Bang Sue,13.82965,100.52661,Entire home/apt,700,30,1,282
코리아타운5분거리/중심가/저렴한가격/넷플릭스시청가능,Magoo,Khlong Toei,13.73587,100.55732,Entire home/apt,1176,3,1,324
Comfy all in one studio Thonglor,Lek,Vadhana,13.7263,100.58114,Entire home/apt,2000,3,5,220
Cosy 1 BR Apartment near Impact Mueng Thong & DMK,Nueng Suwanee,Lak Si,13.8969,100.55515,Entire home/apt,630,15,2,330
COZZI_136 - Monstera by Grand Airport Resort,Cozzi,Lat Krabang,13.718799,100.764084,Private room,849,1,4,330
1min Walk to MRT! (4th Fl.) Big Room(upto 4ppl),Han,Bang Sue,13.81888,100.53358,Private room,1156,1,4,56
11-曼谷市中心豪华温泉酒店公寓 bts thonglo 本地小吃市场免费泳池 健身房,Hi Gravity,Khlong Toei,13.71658,100.57515,Entire home/apt,1581,7,45,240
Titipon apartment,Titikan,Bang Khen,13.89315,100.60845,Private room,850,1,1,365
Cozy Affordable Room at Next Bird Suite,Zuzu,Lak Si,13.86159,100.55242,Private room,649,1,30,365
Cozy Minimalist Room at Next Bird Suite,Zuzu,Lak Si,13.86209,100.55231,Private room,1055,1,30,365
Exclusive Twin Bedroom @ The Riski Hotel,Zuzu,Bang Phlat,13.79078,100.5016,Private room,2177,1,30,361
Spacey Suite Room with City View @ The Riski Hotel,Zuzu,Bang Phlat,13.79141,100.50313,Private room,3038,1,30,339
✿全新♡Local生活便利✿市区•BTS@ONNUT•可做饭•近莲花超市夜市B#78,Panda,Phra Khanong,13.704575,100.602272,Entire home/apt,1417,1,48,354
Stunning Modern 2 Bedroom City View near Asiatique,Zuzu,Bang Kho laen,13.70529,100.50597,Private room,10049,1,30,357
Lovely 2 Bedroom with River View near Asiatique,Zuzu,Bang Kho laen,13.70362,100.50584,Private room,11280,1,30,350
Private suite room walking distance skytrain BTS,Arisudan Gopal,Suanluang,13.70803,100.60799,Entire home/apt,780,1,11,356
Kru Nat's Bed & Breakfast w/ Private Rooms & Gym,Nikki,Chatu Chak,13.81278,100.580025,Private room,450,1,1,211
整套公寓：LOFT/silom/ 曼谷市中心/ BTS 直达暹罗广场/ 自助入住/泳池免费,Shin,Sathon,13.70879,100.52186,Entire home/apt,1331,1,21,39
"Entire Condo ,  Sukhumvit , Prom pong BTS station",Michael Kraiwoot,Khlong Toei,13.726209,100.574318,Entire home/apt,1931,2,1,331
โรงเเรมอมรันทรา,NU'Mint,Huai Khwang,13.77754,100.58112,Private room,5000,1,2,365
Lovely 1 bedroom condo behind Shopping Mall,Salinrat,Bang Kapi,13.74971,100.61319,Entire home/apt,900,30,4,340
❤️WOW❤️  5 Minwalk toSubway❤️Wifi❤️  Wash Machine,Kangaroo,Din Daeng,13.78528,100.57255,Entire home/apt,1670,1,16,321
New spacious 2BR 3PPL with pool&gym Silom &Sathorn,Curry,Bang Rak,13.73253,100.52669,Entire home/apt,1832,1,228,0
"SHAN : Family Private Pool 2 BR, Onnut BTS, WIFI",Sasikarn,Suanluang,13.71082,100.63356,Private room,8243,1,31,340
Monthly Discount! Modern APT in  Sukhumvit,Rain,Vadhana,13.73907,100.58917,Entire home/apt,2100,21,26,115
The Loft Asoke 2-Bedroom For Rent,Thanthai,Vadhana,13.746736,100.562645,Entire home/apt,2600,30,1,365
"曼谷市中心豪华高档公寓, near bts Sukhumvit , free pick up中文",Ping,Khlong Toei,13.73625,100.56026,Entire home/apt,3114,1,12,142
Cozy Living @ The Tree Hua mak Interchange,Tadchon,Saphan Sung,13.77694,100.6751,Private room,919,5,10,81
Downtown 1 Bedroom condo  5 mins walk to train.,Jib,Sathon,13.719291,100.531067,Entire home/apt,2000,3,2,16
"5-Mins walk to BTS Thonglor, Skyline One Bedroom",Kuvera,Khlong Toei,13.72282,100.57732,Entire home/apt,1750,7,3,311
New spacious 2BR 3PPL with pool&gym Silom &Sathorn,Noons,Bang Rak,13.73349,100.52485,Entire home/apt,1832,1,99,0
New spacious 2BR 3PPL with pool&gym Silom &Sathorn,Nana,Bang Rak,13.73344,100.52482,Entire home/apt,2264,1,49,0
Peaceful life along the canal,Pui,Taling Chan,13.777424,100.4211448,Private room,1100,1,5,357
TAMNI | No.211 | 1min walk to Subway,Tan,Parthum Wan,13.738369,100.517868,Private room,2495,1,14,117
Luxury Prime 1 bedroom condo with high view,Pui,Parthum Wan,13.73895,100.546,Entire home/apt,1400,30,5,361
"SHAN : Family 4 BR Private Pool ,BTS Onnut, WIFI",Sasikarn,Suanluang,13.71036,100.63535,Private room,13588,1,31,319
IR-ON Standard Twin,Ir-On,Khlong Toei,13.72514,100.57529,Private room,1825,1,6,325
IR-ON Superior King,Ir-On,Khlong Toei,13.72137,100.57782,Private room,2028,1,6,318
IR-ON Deluxe King,Ir-On,Khlong Toei,13.7229,100.57541,Private room,2258,1,6,325
IR-ON Executive Suite,Ir-On,Khlong Toei,13.72292,100.57497,Private room,3608,1,6,266
精装新房可住3-4人（含水电费）地铁旁紧临,丝竹,Bang Sue,13.80858,100.53197,Entire home/apt,702,14,11,59
特惠精装（含水电）高层视野好，距离地铁最近 中文房东,丝竹,Bang Sue,13.81862,100.53007,Entire home/apt,497,28,11,357
Luxury 1 Bed+Skypool/ 500m walk to BTS Phrompong/,Tony,Khlong Toei,13.724517,100.565033,Entire home/apt,1036,1,12,101
Beautiful 1-bedroom Condo Sukhumvit77(OnNut),Sivanan,Vadhana,13.71068,100.60071,Entire home/apt,700,90,2,289
Spacious Newly Renovated 3BDR/6pax Soi 11 BTS NANA,Darren,Vadhana,13.74446964263916,100.55691528320312,Entire home/apt,7214,1,8,330
Viva la vida Hotel#Huai Khwang MRT#2 Single beds,Weeraya,Huai Khwang,13.77177,100.57886,Private room,1723,1,35,84
FEEL GOOD HOME SUITE :1BR  WIFI/GREEN VIEW,Eva,Huai Khwang,13.75586,100.57548,Entire home/apt,1243,2,44,69
Lovely 1 Bedroom with pool in Thonglor,Bee,Vadhana,13.73527,100.58268,Entire home/apt,1550,5,9,162
城市中心两房公寓/毗邻central embassy/ 靠近phloen chit bts/,Wilson,Parthum Wan,13.74315,100.54741,Entire home/apt,3000,30,29,132
The complete​ ราช​ปรารภ​ by Tukta,ปิยะนาถ,Ratchathewi,13.761136089144165,100.54208490997551,Private room,6000,30,1,302
TAMNI | No.203 | 1min walk to Subway,Tan,Parthum Wan,13.738402,100.517876,Private room,4138,1,14,115
Luxury perfect spacious condo via BTS Thonglor,Boonsiri,Khlong Toei,13.72349,100.57376,Private room,950,30,1,217
New spacious 2BR 3PPL with pool&gym Silom &Sathorn,Curry,Bang Rak,13.73366,100.52576,Entire home/apt,1832,1,228,0
Deluxe Micro Studio off the beaten path...,Frank,Bang Sue,13.81359,100.52373,Entire home/apt,550,2,1,178
14 nightly & monthly rooms private stays near BTS,The Little Pig Sukumvit,Khlong Toei,13.715307818951995,100.58735527965732,Private room,1144,1,1,364
Lovely 3 bedrooms apartment city center,Orranart,Bang Rak,13.72532,100.5314,Entire home/apt,4000,1,10,344
belle两房豪华公寓,Winnie,Huai Khwang,13.75888,100.56998,Entire home/apt,2000,30,2,326
"NEW: 5 min BTS Asok - Studio, Stylish, Comfy (D)",Pimboon,Khlong Toei,13.734767,100.56266,Entire home/apt,1600,1,7,310
6F28#Pool&BTS Nana&MRT Sukhumvit&Max2ppl,Mike,Vadhana,13.74685,100.55682,Entire home/apt,3002,1,49,61
"NEW: 5min BTS Asok - 1B1B, Cozy, Spacious 3",Pimboon,Khlong Toei,13.73427,100.56352,Entire home/apt,2507,2,7,235
A new minimalist stay in Creative Space Siam 421-3,Mam GalileOasis,Ratchathewi,13.751654,100.526443,Entire home/apt,2893,1,9,360
Cozy5Living in Bangkok 60m to MRT near chatuchank,Aegkawut,Bang Sue,13.82911,100.52547,Entire home/apt,1075,1,3,360
Cozy bunk bed room in a 1940s renovated hostel,Issaree,Pom Prap Sattru Phai,13.74138,100.51503,Private room,550,5,4,353
North Park Serviced Apartment Bangkok (2 Bedroom),North Park Place,Chatu Chak,13.80756,100.55659,Private room,2340,28,2,342
One Bedroom Premier with living area and kitchen,Waranad From Somerset Rama Nine BKK,Huai Khwang,13.761089,100.566734,Private room,5532,1,5,60
The best city town,Susan,Huai Khwang,13.74507,100.59006,Private room,1950,1,3,358
New spacious 2BR 3PPL with pool&gym Silom &Sathorn,Curry,Bang Rak,13.73282,100.52422,Entire home/apt,1832,1,228,0
Brand new 1 Bedroom Sukhumvit 22,Cedric,Khlong Toei,13.7266,100.56354,Private room,8970,1,9,365
20 th floor with 2 beautiful balcony Nana BTS,M,Khlong Toei,13.74107,100.55211,Entire home/apt,1446,1,7,347
Viva la vida Hotel#Huai Khwang MRT#2 Single,Weeraya,Huai Khwang,13.77411,100.57861,Private room,1723,1,35,73
FL17 Central Sathon old town  luxury Apt 1BR,SiamLife,Sathon,13.70649,100.5273,Entire home/apt,1500,7,17,232
Spacious 1 bedroom apartment in center Bangkok.,Pornchanok,Ratchathewi,13.761053,100.537788,Entire home/apt,1700,1,2,361
Viva la vida Hotel#Huai Khwang MRT#King(Wide) bed,Weeraya,Huai Khwang,13.77188,100.57797,Private room,1531,1,35,83
Lux New Renovated Suite 3BR/6Pax Nightlife Soi 11,Darren,Vadhana,13.744698524475098,100.55663299560548,Entire home/apt,7214,1,8,307
Viva la vida Hotel#Huai Khwang MRT#KingWide,Weeraya,Huai Khwang,13.77355,100.57949,Private room,1531,1,35,84
207.Family Two Bedrooms In heart of Bangkok Ekamai,Jeff,Vadhana,13.73012,100.59059,Private room,1500,2,12,360
1BR! !Near The Grand Palace/ASOK Station/Sukhumvit,Noons,Khlong Toei,13.7375,100.55725,Entire home/apt,2500,1,99,361
Viva la vida Hotel#2ppl#Huai Khwang MRT#Downtown,Weeraya,Huai Khwang,13.77363,100.57727,Private room,1531,1,35,71
Loft!  1BR 2ppl/SurasakBTS Sathorn/WIFI/ Pool,Noons,Sathon,13.71014,100.51953,Entire home/apt,1657,1,99,352
Viva la vida Hotel#2ppl#Huai Khwang MRT,Weeraya,Huai Khwang,13.77202,100.57797,Private room,1531,1,35,81
2BR！New! Near The Grand Palace/ASOK Station/4PPL,Nana,Khlong Toei,13.7355,100.55884,Entire home/apt,5329,1,49,357
Viva la vida Hotel#2ppl#Huai Khwang MRT#Downtown,Weeraya,Huai Khwang,13.77366,100.57946,Private room,1430,1,35,85
COZZI_133 - Freed Domian by Grand Airport Resort,Cozzi,Lat Krabang,13.718799,100.764084,Private room,849,1,4,331
Viva la vida Hotel#2ppl#Huai Khwang MRT#Downtown,Weeraya,Huai Khwang,13.7733,100.57926,Private room,1531,1,35,79
COZZI_137 - The Dark Rise by Grand Airport Resort,Cozzi,Lat Krabang,13.718799,100.764084,Private room,886,1,4,345
Viva la vida Hotel#4ppl#Huai Khwang MRT#Downtown,Weeraya,Huai Khwang,13.77222,100.57735,Private room,1962,1,35,75
Lovely 1 bedroom condo nears sky train,Poon,Chatu Chak,13.83888,100.58077,Private room,1000,6,1,365
"1Yr contract, 1bed+Jacuzzi-Thonglor,Sukhumvit,BKK",Rent,Vadhana,13.73803,100.5824,Private room,1000,180,1,364
🥇月租|50%MRT Asoke爱马仕主题25F大一房一厅带阳台|厨房|居家办公区|无边泳池健身房,Magic,Din Daeng,13.75628,100.56517,Entire home/apt,1240,29,33,294
Siam Square Ratchathwei BTS Paragon watergate,Miu Miu,Ratchathewi,13.75188,100.5325,Entire home/apt,2629,28,23,82
Viva la vida Hotel#4ppl#Huai Khwang MRT,Weeraya,Huai Khwang,13.77202,100.57755,Private room,1962,1,35,84
Viva la vida Hotel#4ppl#Huai Khwang MRT#Downtown,Weeraya,Huai Khwang,13.77407,100.57713,Private room,1962,1,35,73
